model;n_layers;n_qubits;n_samples_train;n_samples_test;epochs;epochs_ka;epochs_co;lr_ka;lr_co;decay_rate;reg_param_ka;reg_param_co;dataset;train_loss;test_loss;train_acc;test_acc;num_svs_rbf;num_svs_qsvm;init_weights_scale;train_auc;test_auc;train_f1;test_f1;svm_rbf_train_acc;svm_rbf_test_acc;svm_rbf_train_auc;svm_rbf_test_auc;svm_rbf_train_f1;svm_rbf_test_f1;qsvm_train_acc;qsvm_test_acc;qsvm_train_auc;qsvm_test_auc;qsvm_train_f1;qsvm_test_f1;rbf_centroid_acc;rbf_centroid_auc;rbf_centroid_f1;test_acc2;test_loss2;roc_auc_test2;f1_test2;svm_rbf_test2_acc;svm_rbf_test2_auc;svm_rbf_test2_f1;rbf_centroid_acc2;rbf_centroid_auc2;rbf_centroid_f12;qsvm_test2_acc;qsvm_test2_auc;qsvm_test2_f1;n_samples_test2;seed
2024-11-25_12-34-57;53;3;100;40;2;1;1;0,5;1,0;0,9;0,001;0,001;census_income;0,997869610786438;0,9988470673561096;0,5600000023841858;0,5249999761581421;61;57;0,1;0,6611226611226612;0,5814536340852131;0,4358974358974359;0,5581395348837209;0,75;0,525;0,9433471933471933;0,7744360902255638;0,07407407407407407;0,0;0,74;0,525;0,9142411642411643;0,6917293233082706;0,0;0,0;0,75;0,7543859649122807;0,75;;;;;;;;;;;;;;;42
